feature_name,region_id,threshold_quantile,segment,OBSERVATION_COUNT,RETAINED_A1_COUNT,RETENTION_RATE,RESOLVED_PRIMARY_COUNT,SUCCESS_COUNT,FAILED_BREAKOUT_COUNT,SUCCESS_RATE,FAILED_BREAKOUT_RATE,UNFILTERED_A1_SUCCESS_RATE,UNFILTERED_A1_FAILED_BREAKOUT_RATE,SUCCESS_RATE_DELTA,FAILED_BREAKOUT_RATE_DELTA,LOW_SAMPLE_REGION,DIRECTIONALLY_IMPROVES,JULY_VALIDATION_IMPROVEMENT
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q50,Q50,TRAIN,238,238,0.5151515151515151,228,173,55,0.7587719298245614,0.2412280701754386,0.6538461538461539,0.34615384615384615,0.10492577597840758,-0.10492577597840755,False,True,
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q50,Q50,VALIDATION,96,96,0.6357615894039735,75,61,14,0.8133333333333334,0.18666666666666668,0.6198347107438017,0.38016528925619836,0.19349862258953165,-0.19349862258953168,True,True,INCONCLUSIVE
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q50,Q50,HOLDOUT,46,46,0.5287356321839081,25,16,9,0.64,0.36,0.5945945945945946,0.40540540540540543,0.045405405405405386,-0.04540540540540544,True,True,
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q50,Q50,FULL_SAMPLE,380,380,0.5428571428571428,328,250,78,0.7621951219512195,0.23780487804878048,0.6433333333333333,0.3566666666666667,0.11886178861788621,-0.11886178861788621,False,True,
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q60,Q60,TRAIN,205,205,0.44372294372294374,197,150,47,0.7614213197969543,0.23857868020304568,0.6538461538461539,0.34615384615384615,0.10757516595080041,-0.10757516595080047,False,True,
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q60,Q60,VALIDATION,86,86,0.5695364238410596,66,54,12,0.8181818181818182,0.18181818181818182,0.6198347107438017,0.38016528925619836,0.19834710743801653,-0.19834710743801653,True,True,INCONCLUSIVE
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q60,Q60,HOLDOUT,42,42,0.4827586206896552,24,16,8,0.6666666666666666,0.3333333333333333,0.5945945945945946,0.40540540540540543,0.072072072072072,-0.07207207207207211,True,True,
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q60,Q60,FULL_SAMPLE,333,333,0.4757142857142857,287,220,67,0.7665505226480837,0.23344947735191637,0.6433333333333333,0.3566666666666667,0.12321718931475034,-0.12321718931475031,False,True,
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q70,Q70,TRAIN,150,150,0.3246753246753247,144,108,36,0.75,0.25,0.6538461538461539,0.34615384615384615,0.09615384615384615,-0.09615384615384615,False,True,
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q70,Q70,VALIDATION,72,72,0.4768211920529801,55,48,7,0.8727272727272727,0.12727272727272726,0.6198347107438017,0.38016528925619836,0.252892561983471,-0.2528925619834711,True,True,INCONCLUSIVE
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q70,Q70,HOLDOUT,39,39,0.4482758620689655,22,16,6,0.7272727272727273,0.2727272727272727,0.5945945945945946,0.40540540540540543,0.13267813267813267,-0.13267813267813272,True,True,
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q70,Q70,FULL_SAMPLE,261,261,0.37285714285714283,221,172,49,0.7782805429864253,0.22171945701357465,0.6433333333333333,0.3566666666666667,0.13494720965309204,-0.13494720965309204,False,True,
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q80,Q80,TRAIN,96,96,0.2077922077922078,93,67,26,0.7204301075268817,0.27956989247311825,0.6538461538461539,0.34615384615384615,0.06658395368072789,-0.06658395368072789,False,True,
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q80,Q80,VALIDATION,54,54,0.3576158940397351,41,36,5,0.8780487804878049,0.12195121951219512,0.6198347107438017,0.38016528925619836,0.2582140697440032,-0.25821406974400324,True,True,INCONCLUSIVE
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q80,Q80,HOLDOUT,30,30,0.3448275862068966,17,14,3,0.8235294117647058,0.17647058823529413,0.5945945945945946,0.40540540540540543,0.22893481717011122,-0.2289348171701113,True,True,
recent_20_high_age_sessions,recent_20_high_age_sessions__UPPER_GE_Q80,Q80,FULL_SAMPLE,180,180,0.2571428571428571,151,117,34,0.7748344370860927,0.2251655629139073,0.6433333333333333,0.3566666666666667,0.13150110375275936,-0.1315011037527594,False,True,
return_5d,return_5d__LOWER_LE_Q20,Q20,TRAIN,93,93,0.2012987012987013,91,67,24,0.7362637362637363,0.26373626373626374,0.6538461538461539,0.34615384615384615,0.08241758241758246,-0.0824175824175824,False,True,
return_5d,return_5d__LOWER_LE_Q20,Q20,VALIDATION,66,66,0.4370860927152318,51,42,9,0.8235294117647058,0.17647058823529413,0.6198347107438017,0.38016528925619836,0.20369470102090415,-0.20369470102090423,True,True,INCONCLUSIVE
return_5d,return_5d__LOWER_LE_Q20,Q20,HOLDOUT,29,29,0.3333333333333333,14,9,5,0.6428571428571429,0.35714285714285715,0.5945945945945946,0.40540540540540543,0.04826254826254828,-0.04826254826254828,True,True,
return_5d,return_5d__LOWER_LE_Q20,Q20,FULL_SAMPLE,188,188,0.26857142857142857,156,118,38,0.7564102564102564,0.24358974358974358,0.6433333333333333,0.3566666666666667,0.11307692307692307,-0.1130769230769231,False,True,
return_5d,return_5d__LOWER_LE_Q30,Q30,TRAIN,139,139,0.3008658008658009,134,97,37,0.7238805970149254,0.27611940298507465,0.6538461538461539,0.34615384615384615,0.0700344431687715,-0.0700344431687715,False,True,
return_5d,return_5d__LOWER_LE_Q30,Q30,VALIDATION,82,82,0.543046357615894,63,50,13,0.7936507936507936,0.20634920634920634,0.6198347107438017,0.38016528925619836,0.1738160829069919,-0.17381608290699202,True,True,INCONCLUSIVE
return_5d,return_5d__LOWER_LE_Q30,Q30,HOLDOUT,34,34,0.39080459770114945,18,12,6,0.6666666666666666,0.3333333333333333,0.5945945945945946,0.40540540540540543,0.072072072072072,-0.07207207207207211,True,True,
return_5d,return_5d__LOWER_LE_Q30,Q30,FULL_SAMPLE,255,255,0.36428571428571427,215,159,56,0.7395348837209302,0.26046511627906976,0.6433333333333333,0.3566666666666667,0.09620155038759692,-0.09620155038759692,False,True,
return_5d,return_5d__LOWER_LE_Q40,Q40,TRAIN,185,185,0.4004329004329004,177,124,53,0.7005649717514124,0.2994350282485876,0.6538461538461539,0.34615384615384615,0.04671881790525856,-0.04671881790525856,False,True,
return_5d,return_5d__LOWER_LE_Q40,Q40,VALIDATION,91,91,0.6026490066225165,69,53,16,0.7681159420289855,0.2318840579710145,0.6198347107438017,0.38016528925619836,0.14828123128518378,-0.14828123128518386,True,True,INCONCLUSIVE
return_5d,return_5d__LOWER_LE_Q40,Q40,HOLDOUT,43,43,0.4942528735632184,21,14,7,0.6666666666666666,0.3333333333333333,0.5945945945945946,0.40540540540540543,0.072072072072072,-0.07207207207207211,True,True,
return_5d,return_5d__LOWER_LE_Q40,Q40,FULL_SAMPLE,319,319,0.45571428571428574,267,191,76,0.7153558052434457,0.2846441947565543,0.6433333333333333,0.3566666666666667,0.07202247191011235,-0.0720224719101124,False,True,
return_5d,return_5d__LOWER_LE_Q50,Q50,TRAIN,231,231,0.5,222,149,73,0.6711711711711712,0.32882882882882886,0.6538461538461539,0.34615384615384615,0.017325017325017344,-0.01732501732501729,False,True,
return_5d,return_5d__LOWER_LE_Q50,Q50,VALIDATION,100,100,0.6622516556291391,77,59,18,0.7662337662337663,0.23376623376623376,0.6198347107438017,0.38016528925619836,0.14639905548996457,-0.1463990554899646,True,True,INCONCLUSIVE
return_5d,return_5d__LOWER_LE_Q50,Q50,HOLDOUT,46,46,0.5287356321839081,22,14,8,0.6363636363636364,0.36363636363636365,0.5945945945945946,0.40540540540540543,0.041769041769041726,-0.04176904176904178,True,True,
return_5d,return_5d__LOWER_LE_Q50,Q50,FULL_SAMPLE,377,377,0.5385714285714286,321,222,99,0.6915887850467289,0.308411214953271,0.6433333333333333,0.3566666666666667,0.048255451713395625,-0.04825545171339568,False,True,
return_5d,return_5d__LOWER_LE_Q60,Q60,TRAIN,277,277,0.5995670995670995,266,181,85,0.6804511278195489,0.31954887218045114,0.6538461538461539,0.34615384615384615,0.026604973973395007,-0.026604973973395007,False,True,
return_5d,return_5d__LOWER_LE_Q60,Q60,VALIDATION,106,106,0.7019867549668874,83,63,20,0.7590361445783133,0.24096385542168675,0.6198347107438017,0.38016528925619836,0.13920143383451156,-0.1392014338345116,False,True,YES
return_5d,return_5d__LOWER_LE_Q60,Q60,HOLDOUT,50,50,0.5747126436781609,24,15,9,0.625,0.375,0.5945945945945946,0.40540540540540543,0.030405405405405372,-0.030405405405405428,True,True,
return_5d,return_5d__LOWER_LE_Q60,Q60,FULL_SAMPLE,433,433,0.6185714285714285,373,259,114,0.6943699731903485,0.30563002680965146,0.6433333333333333,0.3566666666666667,0.05103663985701523,-0.05103663985701523,False,True,
return_5d,return_5d__LOWER_LE_Q70,Q70,TRAIN,323,323,0.6991341991341992,309,208,101,0.6731391585760518,0.3268608414239482,0.6538461538461539,0.34615384615384615,0.019293004729897922,-0.019293004729897922,False,True,
return_5d,return_5d__LOWER_LE_Q70,Q70,VALIDATION,114,114,0.7549668874172185,90,65,25,0.7222222222222222,0.2777777777777778,0.6198347107438017,0.38016528925619836,0.10238751147842051,-0.10238751147842057,False,True,YES
return_5d,return_5d__LOWER_LE_Q70,Q70,HOLDOUT,59,59,0.6781609195402298,28,18,10,0.6428571428571429,0.35714285714285715,0.5945945945945946,0.40540540540540543,0.04826254826254828,-0.04826254826254828,True,True,
return_5d,return_5d__LOWER_LE_Q70,Q70,FULL_SAMPLE,496,496,0.7085714285714285,427,291,136,0.6814988290398126,0.3185011709601874,0.6433333333333333,0.3566666666666667,0.03816549570647931,-0.03816549570647931,False,True,
return_5d,return_5d__LOWER_LE_Q80,Q80,TRAIN,369,369,0.7987012987012987,353,236,117,0.6685552407932012,0.3314447592067989,0.6538461538461539,0.34615384615384615,0.014709086947047312,-0.014709086947047256,False,True,
return_5d,return_5d__LOWER_LE_Q80,Q80,VALIDATION,125,125,0.8278145695364238,99,70,29,0.7070707070707071,0.29292929292929293,0.6198347107438017,0.38016528925619836,0.08723599632690537,-0.08723599632690543,False,True,YES
return_5d,return_5d__LOWER_LE_Q80,Q80,HOLDOUT,64,64,0.735632183908046,30,19,11,0.6333333333333333,0.36666666666666664,0.5945945945945946,0.40540540540540543,0.038738738738738676,-0.03873873873873879,True,True,
return_5d,return_5d__LOWER_LE_Q80,Q80,FULL_SAMPLE,558,558,0.7971428571428572,482,325,157,0.6742738589211619,0.3257261410788382,0.6433333333333333,0.3566666666666667,0.03094052558782856,-0.030940525587828505,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q20,Q20,TRAIN,93,93,0.2012987012987013,91,67,24,0.7362637362637363,0.26373626373626374,0.6538461538461539,0.34615384615384615,0.08241758241758246,-0.0824175824175824,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q20,Q20,VALIDATION,76,76,0.5033112582781457,59,51,8,0.864406779661017,0.13559322033898305,0.6198347107438017,0.38016528925619836,0.24457206891721528,-0.2445720689172153,True,True,INCONCLUSIVE
close_ma20_distance,close_ma20_distance__LOWER_LE_Q20,Q20,HOLDOUT,36,36,0.41379310344827586,18,13,5,0.7222222222222222,0.2777777777777778,0.5945945945945946,0.40540540540540543,0.12762762762762758,-0.12762762762762764,True,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q20,Q20,FULL_SAMPLE,205,205,0.29285714285714287,168,131,37,0.7797619047619048,0.22023809523809523,0.6433333333333333,0.3566666666666667,0.13642857142857145,-0.13642857142857145,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q30,Q30,TRAIN,139,139,0.3008658008658009,134,95,39,0.7089552238805971,0.291044776119403,0.6538461538461539,0.34615384615384615,0.05510907003444321,-0.05510907003444315,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q30,Q30,VALIDATION,91,91,0.6026490066225165,69,57,12,0.8260869565217391,0.17391304347826086,0.6198347107438017,0.38016528925619836,0.20625224577793744,-0.2062522457779375,True,True,INCONCLUSIVE
close_ma20_distance,close_ma20_distance__LOWER_LE_Q30,Q30,HOLDOUT,41,41,0.47126436781609193,21,14,7,0.6666666666666666,0.3333333333333333,0.5945945945945946,0.40540540540540543,0.072072072072072,-0.07207207207207211,True,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q30,Q30,FULL_SAMPLE,271,271,0.3871428571428571,224,166,58,0.7410714285714286,0.25892857142857145,0.6433333333333333,0.3566666666666667,0.09773809523809529,-0.09773809523809524,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q40,Q40,TRAIN,185,185,0.4004329004329004,179,128,51,0.7150837988826816,0.2849162011173184,0.6538461538461539,0.34615384615384615,0.06123764503652773,-0.06123764503652773,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q40,Q40,VALIDATION,94,94,0.6225165562913907,71,58,13,0.8169014084507042,0.18309859154929578,0.6198347107438017,0.38016528925619836,0.19706669770690255,-0.19706669770690258,True,True,INCONCLUSIVE
close_ma20_distance,close_ma20_distance__LOWER_LE_Q40,Q40,HOLDOUT,48,48,0.5517241379310345,25,16,9,0.64,0.36,0.5945945945945946,0.40540540540540543,0.045405405405405386,-0.04540540540540544,True,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q40,Q40,FULL_SAMPLE,327,327,0.46714285714285714,275,202,73,0.7345454545454545,0.26545454545454544,0.6433333333333333,0.3566666666666667,0.09121212121212119,-0.09121212121212124,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q50,Q50,TRAIN,231,231,0.5,224,155,69,0.6919642857142857,0.3080357142857143,0.6538461538461539,0.34615384615384615,0.038118131868131844,-0.038118131868131844,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q50,Q50,VALIDATION,102,102,0.6754966887417219,79,60,19,0.759493670886076,0.24050632911392406,0.6198347107438017,0.38016528925619836,0.1396589601422743,-0.1396589601422743,True,True,INCONCLUSIVE
close_ma20_distance,close_ma20_distance__LOWER_LE_Q50,Q50,HOLDOUT,51,51,0.5862068965517241,25,16,9,0.64,0.36,0.5945945945945946,0.40540540540540543,0.045405405405405386,-0.04540540540540544,True,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q50,Q50,FULL_SAMPLE,384,384,0.5485714285714286,328,231,97,0.7042682926829268,0.29573170731707316,0.6433333333333333,0.3566666666666667,0.060934959349593476,-0.06093495934959353,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q60,Q60,TRAIN,277,277,0.5995670995670995,265,177,88,0.6679245283018868,0.3320754716981132,0.6538461538461539,0.34615384615384615,0.0140783744557329,-0.014078374455732956,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q60,Q60,VALIDATION,111,111,0.7350993377483444,87,62,25,0.7126436781609196,0.28735632183908044,0.6198347107438017,0.38016528925619836,0.09280896741711786,-0.09280896741711792,False,True,YES
close_ma20_distance,close_ma20_distance__LOWER_LE_Q60,Q60,HOLDOUT,58,58,0.6666666666666666,29,19,10,0.6551724137931034,0.3448275862068966,0.5945945945945946,0.40540540540540543,0.0605778191985088,-0.06057781919850885,True,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q60,Q60,FULL_SAMPLE,446,446,0.6371428571428571,381,258,123,0.6771653543307087,0.3228346456692913,0.6433333333333333,0.3566666666666667,0.03383202099737537,-0.03383202099737537,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q70,Q70,TRAIN,323,323,0.6991341991341992,308,204,104,0.6623376623376623,0.33766233766233766,0.6538461538461539,0.34615384615384615,0.008491508491508482,-0.008491508491508482,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q70,Q70,VALIDATION,123,123,0.8145695364238411,96,64,32,0.6666666666666666,0.3333333333333333,0.6198347107438017,0.38016528925619836,0.04683195592286493,-0.04683195592286504,False,True,PARTIAL
close_ma20_distance,close_ma20_distance__LOWER_LE_Q70,Q70,HOLDOUT,64,64,0.735632183908046,32,21,11,0.65625,0.34375,0.5945945945945946,0.40540540540540543,0.06165540540540537,-0.06165540540540543,True,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q70,Q70,FULL_SAMPLE,510,510,0.7285714285714285,436,289,147,0.6628440366972477,0.33715596330275227,0.6433333333333333,0.3566666666666667,0.01951070336391436,-0.019510703363914417,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q80,Q80,TRAIN,369,369,0.7987012987012987,352,237,115,0.6732954545454546,0.32670454545454547,0.6538461538461539,0.34615384615384615,0.01944930069930073,-0.019449300699300676,False,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q80,Q80,VALIDATION,128,128,0.847682119205298,100,68,32,0.68,0.32,0.6198347107438017,0.38016528925619836,0.06016528925619835,-0.06016528925619835,False,True,YES
