cohort,source_signal,signal_id,origin_signal_id,pair_id,instrument_id,stock_code,market,signal_date,current_relation_candidate_count,current_join_status,primary_reason,signal_date_valid_relation_count,signal_date_valid_topic_count,signal_date_valid_topic_ids,signal_date_valid_topic_names,exposure_stage_set,exposure_main_rise_topic_ids,duplicate_topic_ids,current_taxonomy_candidate_topic_ids,current_taxonomy_candidate_topic_names,current_taxonomy_candidate_stage_set,current_taxonomy_candidate_main_rise_topic_ids,multiple_legitimate_topic_relations,multiple_topics_different_lifecycle_stages,multiple_topics_same_lifecycle_stage,multiple_main_rise_exposures,missing_no_topic_relation,invalid_or_unavailable_lifecycle_evidence,relation_data_quality_ambiguity,other_actual_cause,exposure_has_valid_five_stage,exposure_eligible_research_observation,current_unique_join_would_retain,event_dedup_key,exposure_detail_compact,current_taxonomy_candidate_detail_compact
A2,A2,28b4b16e57eeb713854ec8ae6a45791b6c3343d263bc3d0fa94eca436c43a791,28b4b16e57eeb713854ec8ae6a45791b6c3343d263bc3d0fa94eca436c43a791,,81f81e86-fb46-4c36-ae50-17823ba9ee0c,5340,TWO,2024-11-22,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,3ef50eff-334f-4079-abe4-3daeb5f53de2;9bef33e9-4853-4a6d-9ded-477f69a0caf5,CCL;玻纖布,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|28b4b16e57eeb713854ec8ae6a45791b6c3343d263bc3d0fa94eca436c43a791,,3ef50eff-334f-4079-abe4-3daeb5f53de2|CCL|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;9bef33e9-4853-4a6d-9ded-477f69a0caf5|玻纖布|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,be8c59ff527ea0fdb4050026001e73464639667ab8e868cb1c8b5b650e91307f,be8c59ff527ea0fdb4050026001e73464639667ab8e868cb1c8b5b650e91307f,,b37722f3-572d-4324-976e-860e6b602c59,1563,TPE,2024-11-22,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,08e6c331-a3f5-482c-9250-5ec2c8be0fdd;61c1c9e3-ca31-486c-b327-bfbc13ef8db7,特殊金屬材料;電動車／EV,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|be8c59ff527ea0fdb4050026001e73464639667ab8e868cb1c8b5b650e91307f,,08e6c331-a3f5-482c-9250-5ec2c8be0fdd|特殊金屬材料|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;61c1c9e3-ca31-486c-b327-bfbc13ef8db7|電動車／EV|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,1ec67a58532045d2ec27f5272f796e813d3901726abd8a2deb6d5fee4f348385,1ec67a58532045d2ec27f5272f796e813d3901726abd8a2deb6d5fee4f348385,,be8a23ef-f2d1-47e5-822f-45a6cb603ec9,4973,TWO,2024-11-22,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,575f6003-8aa6-47c3-bc94-a01248460be6;f78232ec-790d-486b-bddd-b70ceece1623,NAND Flash／SSD;記憶體模組／通路,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|1ec67a58532045d2ec27f5272f796e813d3901726abd8a2deb6d5fee4f348385,,575f6003-8aa6-47c3-bc94-a01248460be6|記憶體模組／通路|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;f78232ec-790d-486b-bddd-b70ceece1623|NAND Flash／SSD|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,1765358dae860d017653f554c5dd27a65a36a8d897de5e5429c6a53f33766e06,1765358dae860d017653f554c5dd27a65a36a8d897de5e5429c6a53f33766e06,,c8f6695f-438c-4d13-b0d4-c680024b6885,6205,TPE,2024-11-22,3,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,53e45b3d-fba8-40d6-8a72-b93b3d45835e;5f812a13-ba3b-4e80-86a2-f5de8dbb30ef;fc19cae5-4019-4190-88e5-1c1e29ffb567,矽光子;高速傳輸;高速連接器,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|1765358dae860d017653f554c5dd27a65a36a8d897de5e5429c6a53f33766e06,,53e45b3d-fba8-40d6-8a72-b93b3d45835e|矽光子|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;5f812a13-ba3b-4e80-86a2-f5de8dbb30ef|高速傳輸|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;fc19cae5-4019-4190-88e5-1c1e29ffb567|高速連接器|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,d1a61d8141891f0a83fd28cd0513cd88b1e001816880c7717ea53ca7bbc069ea,d1a61d8141891f0a83fd28cd0513cd88b1e001816880c7717ea53ca7bbc069ea,,0f12d77b-25cb-4c0a-82ee-69ee92f7de5c,6147,TWO,2024-11-25,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,53e45b3d-fba8-40d6-8a72-b93b3d45835e;d91e7b4f-f6c3-4e46-a5a7-ee95a540d598,CoWoS;矽光子,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|d1a61d8141891f0a83fd28cd0513cd88b1e001816880c7717ea53ca7bbc069ea,,53e45b3d-fba8-40d6-8a72-b93b3d45835e|矽光子|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;d91e7b4f-f6c3-4e46-a5a7-ee95a540d598|CoWoS|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,c53fdc2f08661054817d78ebd883ad356816bfd8a91b6d8f34c35fde4a6384df,c53fdc2f08661054817d78ebd883ad356816bfd8a91b6d8f34c35fde4a6384df,,a59f5323-1d55-4421-92bc-42d43b0cebe1,2367,TPE,2024-11-25,3,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,6764d72a-9f42-4932-ad94-cab20a7f0d4f;c7cc4440-8d50-4c48-a402-ad3b4baed46a;f2ad60ed-20aa-4055-aff0-601eea1c7055,AI PCB;PCB;低軌衛星,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|c53fdc2f08661054817d78ebd883ad356816bfd8a91b6d8f34c35fde4a6384df,,6764d72a-9f42-4932-ad94-cab20a7f0d4f|PCB|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;c7cc4440-8d50-4c48-a402-ad3b4baed46a|低軌衛星|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;f2ad60ed-20aa-4055-aff0-601eea1c7055|AI PCB|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,3d8f24b133d36868c528b846b4788e4158646c76985226a4c3da4c6f3798c034,3d8f24b133d36868c528b846b4788e4158646c76985226a4c3da4c6f3798c034,,a876f664-2e4a-464c-a998-515d0b9eb110,2498,TPE,2024-11-25,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,87e77c56-72c2-43cd-8442-31a7d430d81d;dbb3271c-4db1-4211-9876-f18cc063aa70,其他 AI視覺;網通,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|3d8f24b133d36868c528b846b4788e4158646c76985226a4c3da4c6f3798c034,,87e77c56-72c2-43cd-8442-31a7d430d81d|網通|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;dbb3271c-4db1-4211-9876-f18cc063aa70|其他 AI視覺|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,e53e02de9ca38fd8f5e2eed526b30634c7c644d09dba515ae9215800e28dca29,e53e02de9ca38fd8f5e2eed526b30634c7c644d09dba515ae9215800e28dca29,,f5f06f0f-d6e9-4708-b93e-7fb8bbfd21c0,5227,TWO,2024-11-25,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,61c1c9e3-ca31-486c-b327-bfbc13ef8db7;f6419395-741d-4947-a548-4603a7b59b4f,儲能;電動車／EV,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|e53e02de9ca38fd8f5e2eed526b30634c7c644d09dba515ae9215800e28dca29,,61c1c9e3-ca31-486c-b327-bfbc13ef8db7|電動車／EV|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;f6419395-741d-4947-a548-4603a7b59b4f|儲能|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,1725f52f2911bba663f81db6f9f48b0a611146f657f336542e36586bdbe9dceb,1725f52f2911bba663f81db6f9f48b0a611146f657f336542e36586bdbe9dceb,,fee85b28-d0a5-452e-9c25-a46d65d9c19e,6175,TWO,2024-11-25,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,4553967f-a855-42dc-8170-b8706c2c20cf;8cd1db67-2825-4ce0-8d61-ae54ac157bb2,固態電容;鋁電容,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|1725f52f2911bba663f81db6f9f48b0a611146f657f336542e36586bdbe9dceb,,4553967f-a855-42dc-8170-b8706c2c20cf|固態電容|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;8cd1db67-2825-4ce0-8d61-ae54ac157bb2|鋁電容|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,15835e45405dd8be860a3ed0060565d427315b883fd862105e4579c0d1b0af0e,15835e45405dd8be860a3ed0060565d427315b883fd862105e4579c0d1b0af0e,,3e1c36f0-38be-4d2f-a055-8ae2ae68e0a3,7402,TWO,2024-11-26,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,0164c666-c39c-440a-ac20-f3180d5952e0;dbb3271c-4db1-4211-9876-f18cc063aa70,其他 AI視覺;無人機,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|15835e45405dd8be860a3ed0060565d427315b883fd862105e4579c0d1b0af0e,,0164c666-c39c-440a-ac20-f3180d5952e0|無人機|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;dbb3271c-4db1-4211-9876-f18cc063aa70|其他 AI視覺|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,60357fc07c2652cf002c4dc3d44e5c477058b121c9bcfa68e75c231cdc69250d,60357fc07c2652cf002c4dc3d44e5c477058b121c9bcfa68e75c231cdc69250d,,6ef66f9b-8c55-4b0b-960c-c42b4441d3df,1536,TPE,2024-11-26,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,5f1868a2-5ccc-4b13-a027-3db3eca537f4;61c1c9e3-ca31-486c-b327-bfbc13ef8db7,機器人零組件;電動車／EV,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|60357fc07c2652cf002c4dc3d44e5c477058b121c9bcfa68e75c231cdc69250d,,5f1868a2-5ccc-4b13-a027-3db3eca537f4|機器人零組件|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;61c1c9e3-ca31-486c-b327-bfbc13ef8db7|電動車／EV|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,99d10c2bdc1118451096d35b6bea31f5025c1fba6973d37f6197a89847db1961,99d10c2bdc1118451096d35b6bea31f5025c1fba6973d37f6197a89847db1961,,60130f36-1739-45dc-8b3b-16ce91840459,4991,TWO,2024-11-27,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,28a24a67-4e74-400e-8240-ef10183c0384;53e45b3d-fba8-40d6-8a72-b93b3d45835e,光通訊;矽光子,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|99d10c2bdc1118451096d35b6bea31f5025c1fba6973d37f6197a89847db1961,,28a24a67-4e74-400e-8240-ef10183c0384|光通訊|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;53e45b3d-fba8-40d6-8a72-b93b3d45835e|矽光子|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,9b660873505ba002a38e99ac179ad696e840d9f1d085ea53c3d3b8b4d84e62de,9b660873505ba002a38e99ac179ad696e840d9f1d085ea53c3d3b8b4d84e62de,,ee2c4035-6171-4be1-88b3-2c0bf5672a57,1504,TPE,2024-11-27,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,26faa0dd-c3d6-4e33-bf5a-0e4ba9ccb931;f1c09841-4f04-4aa8-9674-08b238604bf9,AI電力基建;重電,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|9b660873505ba002a38e99ac179ad696e840d9f1d085ea53c3d3b8b4d84e62de,,26faa0dd-c3d6-4e33-bf5a-0e4ba9ccb931|AI電力基建|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;f1c09841-4f04-4aa8-9674-08b238604bf9|重電|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,0c8075dcf70ad9f77a53edc4fa0e2ded298712079ff31ccac89400e125072380,0c8075dcf70ad9f77a53edc4fa0e2ded298712079ff31ccac89400e125072380,,25196b70-3665-4720-9503-e0c48474fe27,4908,TWO,2024-12-04,3,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,28a24a67-4e74-400e-8240-ef10183c0384;53e45b3d-fba8-40d6-8a72-b93b3d45835e;87e77c56-72c2-43cd-8442-31a7d430d81d,光通訊;矽光子;網通,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|0c8075dcf70ad9f77a53edc4fa0e2ded298712079ff31ccac89400e125072380,,28a24a67-4e74-400e-8240-ef10183c0384|光通訊|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;53e45b3d-fba8-40d6-8a72-b93b3d45835e|矽光子|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;87e77c56-72c2-43cd-8442-31a7d430d81d|網通|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
