trading_date,topic_id,topic_slug,topic_name,status,topic_snapshot,formal_pit_status,member_facts,effective_relation,live_tracking_universe,canonical_daily_bar_close_previous_close,price_source_lineage,previous_stage_bootstrap,authority,reason
2026-01-02,bd5e198e-d85e-4d8d-a688-f32663d59941,ASIC,ASIC,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,558380c3-554b-420c-bfb9-925a3d2e1004,BBU,BBU,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,3ef50eff-334f-4079-abe4-3daeb5f53de2,CCL,CCL,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,6fed881a-79d8-4265-aef5-5c1cd5902447,Chiplet,Chiplet,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,d91e7b4f-f6c3-4e46-a5a7-ee95a540d598,CoWoS,CoWoS,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,d3353ada-918c-4074-9b19-031ca54be4ae,DRAM／DDR,DRAM／DDR,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,6009750c-61d5-4472-9bd1-ed4c75b1981c,FOPLP,FOPLP,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,1c8f78e9-61e9-4676-b5ce-ffddd1391586,GaN 晶圓／GaN-on-Si,GaN 晶圓／GaN-on-Si,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,76fd7956-62b7-4dc3-a412-d1e70d7727fe,IC設計,IC設計,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,09852cf5-4534-49e2-a43c-8a2d1b00717c,IGBT／功率模組,IGBT／功率模組,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,1f1d3a46-ee24-4e90-8eb0-0dbf319d7544,MCU,MCU,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,b5f1865b-9a2b-4d65-a807-9d5af78025ea,MLCC,MLCC,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,f78232ec-790d-486b-bddd-b70ceece1623,NAND Flash／SSD,NAND Flash／SSD,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,6851f4c3-cbcb-44ab-acf1-1981a1fb2dad,NOR Flash／利基型記憶體,NOR Flash／利基型記憶體,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,6764d72a-9f42-4932-ad94-cab20a7f0d4f,PCB,PCB,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,55e43cb5-28f7-442f-a100-4d88e7a06cea,RISC-V,RISC-V,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,019a255a-4814-4169-b5cf-acbc8e6cb2cc,Retimer／Redriver,Retimer／Redriver,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,d8cfc63d-b857-45b0-90bc-990be97e7128,SiC 晶圓／基板,SiC 晶圓／基板,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,138f9f09-70ca-46bc-9b94-5a069ec2ba19,SiC／GaN 功率元件,SiC／GaN 功率元件,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,3036362e-e366-465e-83ff-35e8843bea59,一般封測,一般封測,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,8132adbf-8bdb-4116-bd4b-23a9f36c95a8,一般連接器,一般連接器,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,c7cc4440-8d50-4c48-a402-ad3b4baed46a,低軌衛星,低軌衛星,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,bd6131bc-938b-45a6-90b1-396c34a29cba,住宅營建,住宅營建,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,acd8d157-ed25-4eb9-a816-b5f8bbf9f504,保護元件,保護元件,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,f46ddf93-15fc-40c4-b012-74b728856e55,傳統產業材料,傳統產業材料,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,f6419395-741d-4947-a548-4603a7b59b4f,儲能,儲能,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,64716fcd-3b4e-4ff9-8bbf-96cfeb85560e,先進封裝設備,先進封裝設備,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,28a24a67-4e74-400e-8240-ef10183c0384,光通訊,光通訊,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,492727af-03ba-4000-b115-d1cc1b64dd6b,其他 AI伺服器供應鏈,其他 AI伺服器供應鏈,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,dbb3271c-4db1-4211-9876-f18cc063aa70,其他 AI視覺,其他 AI視覺,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,96b8dd86-fac0-4ca2-8e97-d183bb9e63b6,其他 IC設計,其他 IC設計,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,511ba5c5-8268-4dbd-895d-b5cf62426974,其他半導體材料,其他半導體材料,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,0c309bf8-8ec3-44e5-8c87-67c3134c4cb6,其他半導體設備,其他半導體設備,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,ff7a78f9-1199-489b-880e-ddd41bdcd6c8,其他原物料,其他原物料,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,40ed08cc-14b3-4e08-a7c8-ec16ebf3f3b9,其他國防,其他國防,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,d24b6020-3ae2-4aec-b60c-10982c4b45a0,其他大型權值,其他大型權值,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,745e5b58-3975-4aa2-a3f3-6e3af3941a4b,其他建設,其他建設,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,6d1ddba4-cee9-4b49-889a-9a775dff324f,其他晶圓材料,其他晶圓材料,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,2d86bf8d-12a8-4d9b-b5c9-c099aa777445,其他熱管理,其他熱管理,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,c38c120a-6c93-4f8e-8a31-7286c6c0487f,其他能源,其他能源,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,9a40d7b3-4a33-4087-aa07-b734fffa4bf7,其他自動化,其他自動化,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,cf69341b-5104-41d5-857a-e2827f511cb6,其他被動元件,其他被動元件,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,ec93983a-c7ae-48c9-b7ea-8588d4d18af4,其他資安,其他資安,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,b6c0f4fd-c47e-40ba-bcd3-7f3343c61b9a,其他車用電子,其他車用電子,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,35cfa8e9-0b7c-477c-b1e8-ac2243d2a4ef,其他通訊光電,其他通訊光電,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,1c667b70-5257-47ea-b357-d93cc4e2f7a1,其他連接器,其他連接器,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,5bcef83e-6881-4ee5-a63c-2e406c0c4e43,其他高速互連,其他高速互連,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,03b13fa7-f2cf-4e39-bd73-352ec75f9164,其他高頻材料,其他高頻材料,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,9b7c2886-bcdf-42f7-bb63-4df74f753c4e,功率 MOSFET,功率 MOSFET,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,6be55f86-6e50-499c-b543-2b420c51ba41,功率二極體／整流器,功率二極體／整流器,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,64d82eb6-5a61-4407-9085-f9379ebedb74,功率半導體,功率半導體,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,cd144cdb-c629-4ebb-9dd9-0bf3c6b21e7b,化工原料／塑化報價,化工原料／塑化報價,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,3c7a1702-eb72-4779-920c-203536534510,半導體原料,半導體原料,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
2026-01-02,f92536b7-9d2c-42aa-a235-24754a3fb8f5,半導體材料,半導體材料,NOT_RECONSTRUCTABLE,MISSING,MISSING,MISSING,MISSING_PIT_HISTORY,CURRENT_STATE_ONLY_NOT_PIT_SAFE,MISSING,MISSING,NOT_APPLICABLE,HISTORICAL_RECONSTRUCTED_SHADOW,No canonical daily-bar evidence in the source authority window and no PIT TopicSnapshot/member-fact artifact.
