row_type,cohort,event_semantics,observation_window,horizon,event_count,matched_signal_count,trajectory_complete_event_count,features_used_through,uses_d0_evidence,trajectory_status,anti_leakage_status,N,outcome_n,matured_n,instrument_count,topic_count,date_count,pair_count,endpoint_mean,endpoint_median,endpoint_trimmed5_mean,positive_endpoint_rate,mfe_mean,mfe_median,mae_mean,mae_median,mae_le_minus5_rate,mfe_ge_5_rate,barrier_5_up_first_rate,barrier_5_down_first_rate,barrier_5_same_session_unknown_rate,barrier_10_up_first_rate,barrier_10_down_first_rate,barrier_10_same_session_unknown_rate,raw_positive_breadth_mean,raw_positive_breadth_median,delta_D-2_minus_D-3_positive_breadth_mean,delta_D-2_minus_D-3_positive_breadth_median,delta_D-1_minus_D-2_positive_breadth_mean,delta_D-1_minus_D-2_positive_breadth_median,delta_D0_minus_D-1_positive_breadth_mean,delta_D0_minus_D-1_positive_breadth_median,raw_strong_breadth_mean,raw_strong_breadth_median,delta_D-2_minus_D-3_strong_breadth_mean,delta_D-2_minus_D-3_strong_breadth_median,delta_D-1_minus_D-2_strong_breadth_mean,delta_D-1_minus_D-2_strong_breadth_median,delta_D0_minus_D-1_strong_breadth_mean,delta_D0_minus_D-1_strong_breadth_median,raw_weak_ratio_mean,raw_weak_ratio_median,delta_D-2_minus_D-3_weak_ratio_mean,delta_D-2_minus_D-3_weak_ratio_median,delta_D-1_minus_D-2_weak_ratio_mean,delta_D-1_minus_D-2_weak_ratio_median,delta_D0_minus_D-1_weak_ratio_mean,delta_D0_minus_D-1_weak_ratio_median,raw_average_change_pct_mean,raw_average_change_pct_median,delta_D-2_minus_D-3_average_change_pct_mean,delta_D-2_minus_D-3_average_change_pct_median,delta_D-1_minus_D-2_average_change_pct_mean,delta_D-1_minus_D-2_average_change_pct_median,delta_D0_minus_D-1_average_change_pct_mean,delta_D0_minus_D-1_average_change_pct_median,raw_leader_change_pct_mean,raw_leader_change_pct_median,delta_D-2_minus_D-3_leader_change_pct_mean,delta_D-2_minus_D-3_leader_change_pct_median,delta_D-1_minus_D-2_leader_change_pct_mean,delta_D-1_minus_D-2_leader_change_pct_median,delta_D0_minus_D-1_leader_change_pct_mean,delta_D0_minus_D-1_leader_change_pct_median
AGGREGATE,ALL_TECHNICAL,CONFIRMED_TRANSITION,D-2,5,5,6,5,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,6,5,5,6,5,4,0,0.06071372059882918,0.08932038834951461,0.06071372059882918,0.8,0.14722347407934772,0.1766990291262136,-0.059596802726151824,-0.03200000000000003,0.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.561995,0.590909,-0.1167302,-0.117647,,,,,0.15102600000000002,0.111111,-0.053195999999999986,-0.058823,,,,,0.0397632,0.035714,-0.012337600000000002,0.0,,,,,1.14306,1.1633,-0.53768,-0.5665,,,,,9.0673698,9.89011,-0.4436883999999999,-0.0715760000000003,,,,
AGGREGATE,ALL_TECHNICAL,CONFIRMED_TRANSITION,D-2,10,5,6,5,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,6,5,5,6,5,4,0,0.16000673055368148,0.05048543689320395,0.16000673055368148,0.8,0.27168848275488267,0.19199999999999995,-0.06930613078706013,-0.03200000000000003,0.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.561995,0.590909,-0.1167302,-0.117647,,,,,0.15102600000000002,0.111111,-0.053195999999999986,-0.058823,,,,,0.0397632,0.035714,-0.012337600000000002,0.0,,,,,1.14306,1.1633,-0.53768,-0.5665,,,,,9.0673698,9.89011,-0.4436883999999999,-0.0715760000000003,,,,
AGGREGATE,ALL_TECHNICAL,CONFIRMED_TRANSITION,D-1,5,8,13,7,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,13,13,13,13,8,7,0,0.09467394652285445,0.07974683544303796,0.09467394652285445,0.6923076923076923,0.17984598209267533,0.13497822931785186,-0.012197349937198456,0.002902757619738683,0.15384615384615385,0.8461538461538461,0.875,0.0,0.0,0.75,0.0,0.0,0.7676587500000001,0.892857,,,0.1592687142857143,0.1875,,,0.494989875,0.47222200000000003,,,0.41074242857142856,0.4375,,,0.105382,0.0,,,0.053089571428571423,0.0,,,3.1984625,3.90635,,,2.4579285714285715,2.3931,,,9.04010525,9.909123000000001,,,2.2448780000000004,0.09287899999999993,,
AGGREGATE,ALL_TECHNICAL,CONFIRMED_TRANSITION,D-1,10,8,13,7,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,13,13,13,13,8,7,0,0.17627612364456918,0.15384615384615374,0.17627612364456918,0.9230769230769231,0.29174445402875343,0.2104499274310596,-0.023842872087859904,0.0015748031496062992,0.23076923076923078,1.0,1.0,0.0,0.0,0.75,0.125,0.0,0.7676587500000001,0.892857,,,0.1592687142857143,0.1875,,,0.494989875,0.47222200000000003,,,0.41074242857142856,0.4375,,,0.105382,0.0,,,0.053089571428571423,0.0,,,3.1984625,3.90635,,,2.4579285714285715,2.3931,,,9.04010525,9.909123000000001,,,2.2448780000000004,0.09287899999999993,,
AGGREGATE,ALL_TECHNICAL,CONFIRMED_TRANSITION,D0,5,20,42,14,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,42,42,42,37,20,14,0,0.006604028157100846,-0.002652519893899204,0.00045401112811988453,0.47619047619047616,0.0840782415995646,0.06880448985712151,-0.055047043724833156,-0.05652223443985466,0.5476190476190477,0.6904761904761905,0.5185185185185185,0.25925925925925924,0.07407407407407407,0.18518518518518517,0.5185185185185185,0.0,0.9503158,0.9761905,,,,,0.11016383333333334,0.07142899999999996,0.6116753,0.593407,,,,,0.3009131666666667,0.3285715,0.0,0.0,,,,,-0.021832444444444446,0.0,5.54892,5.2959499999999995,,,,,2.5402444444444443,1.8909999999999996,9.75881445,9.9726725,,,,,1.043302444444444,0.04688599999999887
AGGREGATE,ALL_TECHNICAL,CONFIRMED_TRANSITION,D0,10,20,42,14,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,42,42,42,37,20,14,0,0.04524712788551083,-0.00466309405117965,0.032731638357562966,0.47619047619047616,0.14810269624290542,0.09962264038729168,-0.06761199717857248,-0.0726817042606516,0.6190476190476191,0.7380952380952381,0.5185185185185185,0.2962962962962963,0.07407407407407407,0.25925925925925924,0.5925925925925926,0.0,0.9503158,0.9761905,,,,,0.11016383333333334,0.07142899999999996,0.6116753,0.593407,,,,,0.3009131666666667,0.3285715,0.0,0.0,,,,,-0.021832444444444446,0.0,5.54892,5.2959499999999995,,,,,2.5402444444444443,1.8909999999999996,9.75881445,9.9726725,,,,,1.043302444444444,0.04688599999999887
AGGREGATE,A2,CANDIDATE_ONSET,D-3,5,4,4,4,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,4,4,4,4,4,4,0,0.07475106081627259,0.10298402048203403,0.07475106081627259,0.75,0.1407906430254891,0.14686663822856483,-0.01733556730073979,-0.015507195197316137,0.25,1.0,0.75,0.25,0.0,0.75,0.25,0.0,0.52056275,0.5714285,,,,,,,0.12391775,0.081169,,,,,,,0.02272725,0.0,,,,,,,0.840025,1.014,,,,,,,4.99749175,4.4522525,,,,,,
AGGREGATE,A2,CANDIDATE_ONSET,D-3,10,4,4,4,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,4,4,4,4,4,4,0,0.1821884064084614,0.1829287963745294,0.1821884064084614,1.0,0.24688249604128815,0.23399262616176353,-0.01733556730073979,-0.015507195197316137,0.25,1.0,0.75,0.25,0.0,0.75,0.25,0.0,0.52056275,0.5714285,,,,,,,0.12391775,0.081169,,,,,,,0.02272725,0.0,,,,,,,0.840025,1.014,,,,,,,4.99749175,4.4522525,,,,,,
AGGREGATE,A2,CANDIDATE_ONSET,D-2,5,5,6,5,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,6,6,6,6,5,4,0,0.08871949172471033,0.11142016806722688,0.08871949172471033,0.6666666666666666,0.1732728846999616,0.199641456582633,-0.020454166589274698,-0.026242085661080106,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.4974178,0.444444,-0.18087280000000003,0.0,,,,,0.24095360000000002,0.307692,-0.02237959999999999,0.0,,,,,0.021052599999999998,0.0,-0.055614,0.0,,,,,1.73326,2.5608,-0.3026400000000001,0.7731999999999997,,,,,9.852653,9.928352,2.082582,-0.01991699999999952,,,,
AGGREGATE,A2,CANDIDATE_ONSET,D-2,10,5,6,5,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,6,6,6,6,5,4,0,0.04854062532482526,0.07027932960893857,0.04854062532482526,0.6666666666666666,0.18401051308464877,0.20773184357541896,-0.034138807112150484,-0.026242085661080106,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.4974178,0.444444,-0.18087280000000003,0.0,,,,,0.24095360000000002,0.307692,-0.02237959999999999,0.0,,,,,0.021052599999999998,0.0,-0.055614,0.0,,,,,1.73326,2.5608,-0.3026400000000001,0.7731999999999997,,,,,9.852653,9.928352,2.082582,-0.01991699999999952,,,,
AGGREGATE,A2,CANDIDATE_ONSET,D-1,5,6,6,6,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,6,6,6,6,6,5,0,0.052722258832327194,0.008883803001450086,0.052722258832327194,0.6666666666666666,0.10142067414715661,0.07709298011789123,-0.012546684493974317,-0.028155879850795096,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.5945978333333334,0.5694445,,,-0.028520666666666656,-0.08333349999999998,,,0.28084749999999997,0.333333,,,0.035403,0.0,,,0.019063333333333335,0.0,,,0.019063333333333335,0.0,,,1.9672833333333333,2.38405,,,0.28804999999999986,0.54585,,,8.2517075,9.460519999999999,,,0.10370233333333327,1.4445535,,
AGGREGATE,A2,CANDIDATE_ONSET,D-1,10,6,6,6,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,6,6,6,6,6,5,0,0.05397524680150114,0.026541264192509795,0.05397524680150114,0.6666666666666666,0.1591339871994527,0.09995044171514755,-0.017448645278288027,-0.028155879850795096,0.3333333333333333,1.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5945978333333334,0.5694445,,,-0.028520666666666656,-0.08333349999999998,,,0.28084749999999997,0.333333,,,0.035403,0.0,,,0.019063333333333335,0.0,,,0.019063333333333335,0.0,,,1.9672833333333333,2.38405,,,0.28804999999999986,0.54585,,,8.2517075,9.460519999999999,,,0.10370233333333327,1.4445535,,
AGGREGATE,A2,CANDIDATE_ONSET,D0,5,19,30,14,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,30,30,30,30,19,10,0,0.0037480620267267097,0.0018382352941176405,0.002401390117114147,0.5,0.0647990284874153,0.03590329447145901,-0.047622613419670876,-0.04977497006482512,0.5,0.4666666666666667,0.4,0.36666666666666664,0.0,0.1,0.5,0.0,0.9247552631578948,0.962963,,,,,0.2103927142857143,0.22500000000000003,0.48569284210526315,0.461538,,,,,0.3974217857142857,0.3875,0.007675421052631579,0.0,,,,,-0.035756857142857146,0.0,4.302278947368421,3.9709,,,,,3.143407142857143,2.99195,9.264318368421053,9.897611,,,,,3.4606366428571427,3.9491389999999993
AGGREGATE,A2,CANDIDATE_ONSET,D0,10,19,30,14,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,30,30,30,30,19,10,0,0.013105886686413744,-0.017950909177230134,-0.00874871488537681,0.36666666666666664,0.1035193208162395,0.05077952504783867,-0.07219510051169857,-0.06903315982263347,0.6666666666666666,0.5,0.4,0.5,0.0,0.16666666666666666,0.6666666666666666,0.0,0.9247552631578948,0.962963,,,,,0.2103927142857143,0.22500000000000003,0.48569284210526315,0.461538,,,,,0.3974217857142857,0.3875,0.007675421052631579,0.0,,,,,-0.035756857142857146,0.0,4.302278947368421,3.9709,,,,,3.143407142857143,2.99195,9.264318368421053,9.897611,,,,,3.4606366428571427,3.9491389999999993
AGGREGATE,A2,CONFIRMED_TRANSITION,D-3,5,10,10,10,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,10,10,10,10,10,8,0,0.09769105321674038,0.10683951098610367,0.09769105321674038,0.7,0.15145284822239816,0.12447436575788795,-0.049969474424009855,-0.039288398078870856,0.4,0.6,0.5,0.4,0.0,0.5,0.4,0.0,0.5714712000000001,0.5714285,,,,,,,0.1496845,0.154762,,,,,,,0.0451824,0.0,,,,,,,1.0246600000000001,0.7243999999999999,,,,,,,7.114259,8.6127205,,,,,,
AGGREGATE,A2,CONFIRMED_TRANSITION,D-3,10,10,10,10,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,10,10,10,10,10,8,0,0.10974684719396237,-0.0021563694579671555,0.10974684719396237,0.5,0.24665206691491334,0.16992027967458423,-0.07549254996593806,-0.07047872340425532,0.6,0.6,0.5,0.5,0.0,0.5,0.5,0.0,0.5714712000000001,0.5714285,,,,,,,0.1496845,0.154762,,,,,,,0.0451824,0.0,,,,,,,1.0246600000000001,0.7243999999999999,,,,,,,7.114259,8.6127205,,,,,,
AGGREGATE,A2,CONFIRMED_TRANSITION,D-2,5,3,4,3,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,4,3,3,4,3,3,0,0.1353973944071032,0.12200000000000011,0.1353973944071032,1.0,0.19811335158907975,0.19199999999999995,-0.012168616712306032,-0.002564102564102555,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.49968866666666667,0.444444,-0.092126,-0.117647,,,,,0.12807366666666667,0.111111,-0.06987199999999999,-0.058823,,,,,0.05112033333333333,0.035714,-0.03571433333333334,0.0,,,,,0.644,0.4529,-0.5559333333333334,-0.5665,,,,,8.453450333333334,9.882006,-0.7954426666666663,-0.07470399999999877,,,,
AGGREGATE,A2,CONFIRMED_TRANSITION,D-2,10,3,4,3,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,4,3,3,4,3,3,0,0.24640112853705087,0.05048543689320395,0.24640112853705087,1.0,0.33913899261472075,0.19199999999999995,-0.016699361048875632,-0.01553398058252431,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.49968866666666667,0.444444,-0.092126,-0.117647,,,,,0.12807366666666667,0.111111,-0.06987199999999999,-0.058823,,,,,0.05112033333333333,0.035714,-0.03571433333333334,0.0,,,,,0.644,0.4529,-0.5559333333333334,-0.5665,,,,,8.453450333333334,9.882006,-0.7954426666666663,-0.07470399999999877,,,,
AGGREGATE,A2,CONFIRMED_TRANSITION,D-1,5,8,8,7,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,8,8,8,8,8,7,0,0.13184129810975057,0.11596037424325811,0.13184129810975057,0.875,0.18650440634776563,0.15839820556801676,0.02115700303567282,0.011069695301946236,0.0,0.875,0.875,0.0,0.0,0.75,0.0,0.0,0.7676587500000001,0.892857,,,0.1592687142857143,0.1875,,,0.494989875,0.47222200000000003,,,0.41074242857142856,0.4375,,,0.105382,0.0,,,0.053089571428571423,0.0,,,3.1984625,3.90635,,,2.4579285714285715,2.3931,,,9.04010525,9.909123000000001,,,2.2448780000000004,0.09287899999999993,,
AGGREGATE,A2,CONFIRMED_TRANSITION,D-1,10,8,8,7,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,8,8,8,8,8,7,0,0.1729423931830391,0.1088592046675878,0.1729423931830391,0.875,0.2857613635734357,0.19613405462462064,0.004454593521890621,0.004615935771894675,0.125,1.0,1.0,0.0,0.0,0.75,0.125,0.0,0.7676587500000001,0.892857,,,0.1592687142857143,0.1875,,,0.494989875,0.47222200000000003,,,0.41074242857142856,0.4375,,,0.105382,0.0,,,0.053089571428571423,0.0,,,3.1984625,3.90635,,,2.4579285714285715,2.3931,,,9.04010525,9.909123000000001,,,2.2448780000000004,0.09287899999999993,,
AGGREGATE,A2,CONFIRMED_TRANSITION,D0,5,17,27,13,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,27,27,27,27,17,14,0,0.012739541474656094,0.012461059190031154,0.005286007192557034,0.5555555555555556,0.08110398266814452,0.05607476635514019,-0.050239004189012566,-0.055462184873949605,0.5185185185185185,0.6666666666666666,0.5185185185185185,0.25925925925925924,0.07407407407407407,0.18518518518518517,0.5185185185185185,0.0,0.9508850588235295,1.0,,,,,0.11457753333333334,0.07142899999999996,0.6389924705882353,0.642857,,,,,0.35088420000000003,0.357143,0.0,0.0,,,,,-0.0224952,0.0,5.752188235294118,5.5324,,,,,2.822193333333333,3.1651,9.717339588235294,9.957924,,,,,1.2360098666666663,0.016132999999999953
AGGREGATE,A2,CONFIRMED_TRANSITION,D0,10,17,27,13,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,27,27,27,27,17,14,0,0.03351586283361617,-0.005649717514124131,0.02751227860865998,0.4444444444444444,0.13305417162058075,0.08906882591093113,-0.06560294020991524,-0.07268170426065157,0.5925925925925926,0.7037037037037037,0.5185185185185185,0.2962962962962963,0.07407407407407407,0.25925925925925924,0.5925925925925926,0.0,0.9508850588235295,1.0,,,,,0.11457753333333334,0.07142899999999996,0.6389924705882353,0.642857,,,,,0.35088420000000003,0.357143,0.0,0.0,,,,,-0.0224952,0.0,5.752188235294118,5.5324,,,,,2.822193333333333,3.1651,9.717339588235294,9.957924,,,,,1.2360098666666663,0.016132999999999953
