cohort,signal_type,sample_group,sample_period_scope,N,instrument_count,topic_count,prior_5_session_return_mean,prior_5_session_return_median,h5_endpoint_mean,h5_endpoint_median,h5_positive_rate,h10_endpoint_mean,h10_endpoint_median,h10_positive_rate,matching_status,control_definition,prior_return_feature_available,formal_matching_claim
LEGACY5,A2,D-1_BEFORE_CONFIRMED_MAIN_RISE,"EARLY/MIDDLE/LATE; period is disclosed, not matched",0,0,0,,,,,,,,,NOT_AVAILABLE_EXACT_MATCHING_NOT_PERFORMED,D-1 signal joined to confirmed transition,NO,NO
LEGACY5,LEGACY5,D-1_BEFORE_CONFIRMED_MAIN_RISE,"EARLY/MIDDLE/LATE; period is disclosed, not matched",5,5,3,0.03415907506418181,0.025104602510460206,0.03520618398382067,-0.01020408163265306,0.4,0.1816100923830173,0.1791907514450867,1.0,NOT_AVAILABLE_EXACT_MATCHING_NOT_PERFORMED,D-1 signal joined to confirmed transition,YES,NO
LEGACY5,A2,ORDINARY_NON_TRANSITION_DATE,"EARLY/MIDDLE/LATE; period is disclosed, not matched",0,0,0,,,,,,,,,NOT_AVAILABLE_EXACT_MATCHING_NOT_PERFORMED,ordinary non-transition date with valid five-stage non-MAIN_RISE lifecycle context,NO,NO
LEGACY5,LEGACY5,ORDINARY_NON_TRANSITION_DATE,"EARLY/MIDDLE/LATE; period is disclosed, not matched",286,169,57,0.08036220398198105,0.07269678894829568,0.027296772129552282,0.003875968992248062,0.5231316725978647,0.04079659261578242,0.016893130744640994,0.55,NOT_AVAILABLE_EXACT_MATCHING_NOT_PERFORMED,ordinary non-transition date with valid five-stage non-MAIN_RISE lifecycle context,YES,NO
BOTH_SAME_SESSION,A2,D-1_BEFORE_CONFIRMED_MAIN_RISE,"EARLY/MIDDLE/LATE; period is disclosed, not matched",0,0,0,,,,,,,,,NOT_AVAILABLE_EXACT_MATCHING_NOT_PERFORMED,D-1 signal joined to confirmed transition,NO,NO
BOTH_SAME_SESSION,LEGACY5,D-1_BEFORE_CONFIRMED_MAIN_RISE,"EARLY/MIDDLE/LATE; period is disclosed, not matched",0,0,0,,,,,,,,,NOT_AVAILABLE_EXACT_MATCHING_NOT_PERFORMED,D-1 signal joined to confirmed transition,NO,NO
BOTH_SAME_SESSION,A2,ORDINARY_NON_TRANSITION_DATE,"EARLY/MIDDLE/LATE; period is disclosed, not matched",52,43,35,0.10643827146155282,0.1019026657692218,0.011215549431808733,0.0036832412523020164,0.5306122448979592,0.034666180006143923,0.027559055118110187,0.6122448979591837,NOT_AVAILABLE_EXACT_MATCHING_NOT_PERFORMED,ordinary non-transition date with valid five-stage non-MAIN_RISE lifecycle context,YES,NO
BOTH_SAME_SESSION,LEGACY5,ORDINARY_NON_TRANSITION_DATE,"EARLY/MIDDLE/LATE; period is disclosed, not matched",52,43,35,0.10643827146155282,0.1019026657692218,0.004278084119113298,2.823077719329623e-05,0.5,0.022182108358421215,0.022161496177418333,0.5769230769230769,NOT_AVAILABLE_EXACT_MATCHING_NOT_PERFORMED,ordinary non-transition date with valid five-stage non-MAIN_RISE lifecycle context,YES,NO
BOTH_WITHIN_1_SENSITIVITY,A2,D-1_BEFORE_CONFIRMED_MAIN_RISE,"EARLY/MIDDLE/LATE; period is disclosed, not matched",0,0,0,,,,,,,,,NOT_AVAILABLE_EXACT_MATCHING_NOT_PERFORMED,D-1 signal joined to confirmed transition,NO,NO
BOTH_WITHIN_1_SENSITIVITY,LEGACY5,D-1_BEFORE_CONFIRMED_MAIN_RISE,"EARLY/MIDDLE/LATE; period is disclosed, not matched",1,1,1,0.025104602510460206,0.025104602510460206,-0.01020408163265306,-0.01020408163265306,0.0,0.3469387755102041,0.3469387755102041,1.0,NOT_AVAILABLE_EXACT_MATCHING_NOT_PERFORMED,D-1 signal joined to confirmed transition,YES,NO
BOTH_WITHIN_1_SENSITIVITY,A2,ORDINARY_NON_TRANSITION_DATE,"EARLY/MIDDLE/LATE; period is disclosed, not matched",86,68,43,0.12101974496170524,0.11844974948423226,0.019370404012211587,0.00485366881892213,0.524390243902439,0.04736900295590493,0.02693742229589724,0.573170731707317,NOT_AVAILABLE_EXACT_MATCHING_NOT_PERFORMED,ordinary non-transition date with valid five-stage non-MAIN_RISE lifecycle context,YES,NO
BOTH_WITHIN_1_SENSITIVITY,LEGACY5,ORDINARY_NON_TRANSITION_DATE,"EARLY/MIDDLE/LATE; period is disclosed, not matched",89,70,44,0.091650869006826,0.0858369098712446,0.05337064423025624,0.01564245810055866,0.6179775280898876,0.07211696435403572,0.04691358024691358,0.651685393258427,NOT_AVAILABLE_EXACT_MATCHING_NOT_PERFORMED,ordinary non-transition date with valid five-stage non-MAIN_RISE lifecycle context,YES,NO
