analysis,lifecycle_stage,technical_state,horizon,sample_size,total_feature_rows,coverage,missingness,instrument_count,topic_count,date_count,mean_forward_return,median_forward_return,stdev_forward_return,positive_outcome_rate,p10_forward_return,p25_forward_return,p75_forward_return,p90_forward_return,mean_topic_relative_return,mean_mfe,median_mfe,mean_mae,median_mae,sample_warning,research_only
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MAIN_RISE,UNKNOWN,1,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,ABOVE_MA60,1,316,318,0.993710691824,0.0062893081761,181,44,77,0.0144583976047,0.00749158249158,0.0547880552476,0.566455696203,-0.0519657857389,-0.024155018211,0.053226506399,0.0990990990991,0.00721375519968,0.0523045710368,0.0489130434783,-0.0193179134658,-0.0194460200416,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,AT_MA60,1,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,BELOW_MA60,1,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,UNKNOWN,1,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,ABOVE_MA60,1,451,452,0.997787610619,0.00221238938053,182,44,94,0.0108565092658,0.0038240917782,0.0555185037507,0.516629711752,-0.0591630591631,-0.0264689578714,0.0523810801319,0.0989399293286,0.00641611458729,0.048431699008,0.0412371134021,-0.0214113708943,-0.0222222222222,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,AT_MA60,1,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,BELOW_MA60,1,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,UNKNOWN,1,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,SPROUTING,ABOVE_MA60,3,121,123,0.983739837398,0.0162601626016,87,12,47,0.026750587295,0.0083857442348,0.0949931450445,0.528925619835,-0.0693069306931,-0.047619047619,0.0680437424058,0.160550458716,0.0228091797827,0.0901308247063,0.0685920577617,-0.0418662445289,-0.0366197183099,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,SPROUTING,AT_MA60,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,SPROUTING,BELOW_MA60,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,SPROUTING,UNKNOWN,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,FERMENTING,ABOVE_MA60,3,634,647,0.979907264297,0.0200927357032,249,35,98,0.0248747171228,-0.00102040816327,0.106166127612,0.493690851735,-0.0841305534872,-0.0428000507485,0.0706268099466,0.172167652013,0.0170897858792,0.0906414241639,0.0684085665074,-0.0408812876059,-0.0365853658537,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,FERMENTING,AT_MA60,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,FERMENTING,BELOW_MA60,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,FERMENTING,UNKNOWN,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MAIN_RISE,ABOVE_MA60,3,909,932,0.975321888412,0.024678111588,294,62,98,0.0272353541031,0.0164533820841,0.105953696512,0.567656765677,-0.0981012658228,-0.046803652968,0.0913107511046,0.16852367688,0.00752500270358,0.100021082089,0.0846286701209,-0.0452329528231,-0.0415913200723,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MAIN_RISE,AT_MA60,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MAIN_RISE,BELOW_MA60,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MAIN_RISE,UNKNOWN,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,ABOVE_MA60,3,310,318,0.974842767296,0.0251572327044,178,43,75,0.0289052284528,0.0130531952558,0.099245964528,0.567741935484,-0.073929259459,-0.0406603773585,0.0816804345874,0.163879901318,0.0136095389356,0.0974337663974,0.0818004691526,-0.0431405536258,-0.0399335548173,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,AT_MA60,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,BELOW_MA60,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,UNKNOWN,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,ABOVE_MA60,3,440,452,0.973451327434,0.0265486725664,180,44,93,0.0158035877892,0.00296791902556,0.0967471421169,0.506818181818,-0.0940429002528,-0.0504201680672,0.0672670982269,0.151869158879,0.00244294808244,0.0896477925837,0.0716772285594,-0.0455634972364,-0.0423523749242,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,AT_MA60,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,BELOW_MA60,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,UNKNOWN,3,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,SPROUTING,ABOVE_MA60,5,119,123,0.967479674797,0.0325203252033,86,12,45,0.0304449235501,0.00185185185185,0.122702715148,0.504201680672,-0.0996540749965,-0.0512133030008,0.0742600746665,0.206418961604,0.0222922307143,0.118999587785,0.0900409276944,-0.0531694079016,-0.047619047619,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,SPROUTING,AT_MA60,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,SPROUTING,BELOW_MA60,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,SPROUTING,UNKNOWN,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,FERMENTING,ABOVE_MA60,5,627,647,0.969088098918,0.0309119010819,247,35,97,0.0421185636014,0.0154494382022,0.14485570944,0.55980861244,-0.11014117976,-0.0488671822005,0.0922897196262,0.224631795273,0.0245329517335,0.123828205802,0.0879284649776,-0.0544437880758,-0.048473967684,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,FERMENTING,AT_MA60,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,FERMENTING,BELOW_MA60,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,FERMENTING,UNKNOWN,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MAIN_RISE,ABOVE_MA60,5,889,932,0.953862660944,0.0461373390558,291,61,97,0.0424998832681,0.0344827586207,0.136336554687,0.600674915636,-0.116095846867,-0.0509090909091,0.111587982833,0.201557910075,0.0101243012758,0.133776264541,0.106571936057,-0.0578961230948,-0.047619047619,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MAIN_RISE,AT_MA60,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MAIN_RISE,BELOW_MA60,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MAIN_RISE,UNKNOWN,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,ABOVE_MA60,5,304,318,0.955974842767,0.0440251572327,176,42,73,0.0403027026102,0.0214285714286,0.123253861296,0.559210526316,-0.0930027761343,-0.0460251046025,0.114130434783,0.202341807545,0.0185218654905,0.126188930337,0.0990946527333,-0.0550957268349,-0.0503663003663,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,AT_MA60,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,BELOW_MA60,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,UNKNOWN,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,ABOVE_MA60,5,436,452,0.964601769912,0.0353982300885,178,43,92,0.0225575682555,0.0115178173182,0.122417419929,0.54128440367,-0.106691489362,-0.0603696807712,0.0821830265849,0.163119489655,0.00519597877253,0.117655498427,0.0961627369394,-0.0613723858536,-0.0531111725664,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,AT_MA60,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,BELOW_MA60,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,UNKNOWN,5,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,SPROUTING,ABOVE_MA60,10,112,123,0.910569105691,0.0894308943089,81,11,40,0.0338822406302,0.00970896637756,0.179919597238,0.526785714286,-0.14533374158,-0.0641840417001,0.0925605249322,0.241705071119,0.0286199309645,0.160960678295,0.124555748262,-0.0813319621593,-0.0630125025729,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,SPROUTING,AT_MA60,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,SPROUTING,BELOW_MA60,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,SPROUTING,UNKNOWN,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,FERMENTING,ABOVE_MA60,10,611,647,0.944358578053,0.0556414219474,245,35,93,0.0677840072788,0.030794165316,0.189705506938,0.582651391162,-0.119127516779,-0.0563947633434,0.144910337553,0.31654676259,0.0265981824622,0.184183328064,0.122807017544,-0.0719667217164,-0.062962962963,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,FERMENTING,AT_MA60,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,FERMENTING,BELOW_MA60,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,FERMENTING,UNKNOWN,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MAIN_RISE,ABOVE_MA60,10,826,932,0.886266094421,0.113733905579,281,61,92,0.0657957512612,0.0323579749888,0.190224259952,0.578692493947,-0.132873195667,-0.0616904507371,0.156295302871,0.32314550563,0.0128264103206,0.203333105062,0.166766885645,-0.0821820019917,-0.0690983000739,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MAIN_RISE,AT_MA60,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MAIN_RISE,BELOW_MA60,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MAIN_RISE,UNKNOWN,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,ABOVE_MA60,10,292,318,0.918238993711,0.0817610062893,168,39,68,0.0867874724399,0.0481727574751,0.180160474582,0.63698630137,-0.11662835249,-0.040424390609,0.180737101537,0.353604688876,0.0231538359691,0.195725491298,0.15211804368,-0.071852695859,-0.0644622487778,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,AT_MA60,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,BELOW_MA60,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,MATURE,UNKNOWN,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,ABOVE_MA60,10,416,452,0.920353982301,0.0796460176991,171,42,88,0.0488761921162,0.0272315297995,0.161694760565,0.576923076923,-0.120182275949,-0.0489068686521,0.121951219512,0.259159830972,0.00557700866189,0.170232960565,0.139077089808,-0.0812896926513,-0.0699650427368,NONE,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,AT_MA60,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,BELOW_MA60,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
LIFECYCLE_X_TECHNICAL_EXPECTANCY,DECLINING,UNKNOWN,10,0,0,,,0,0,0,,,,,,,,,,,,,,SMALL_SAMPLE_N_LT_30;SAMPLE_SIZE_WARNING_N_LT_100,YES
