market_code,instrument_code,instrument_name,topic_key,topic_relation_type,structural_role,topic_weight,enabled,review_state,valid_from,valid_to,source_reference
TPE,1476,儒鴻,紡織,PRIMARY,LEAD,1.5,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1503,士電,AI電力基建,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1503,士電,重電,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1503,士電,其他 AI伺服器供應鏈,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,1503,士電,電動車／EV,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1504,東元,AI電力基建,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1504,東元,儲能,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1504,東元,液冷散熱,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,1504,東元,風冷散熱,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,1504,東元,工業自動化,PRIMARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1504,東元,重電,PRIMARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1504,東元,電動車／EV,SECONDARY,LEAD,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,1513,中興電,AI電力基建,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1513,中興電,其他能源,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1513,中興電,重電,PRIMARY,LEAD,1.5,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1514,亞力,AI電力基建,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1514,亞力,其他 AI伺服器供應鏈,SECONDARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,1514,亞力,重電,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1519,華城,AI電力基建,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1519,華城,太陽能,SECONDARY,RELATED,0.9,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1519,華城,重電,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1536,和大,其他車用電子,PRIMARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1536,和大,電動車／EV,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,1536,和大,機器人零組件,SECONDARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1537,廣隆,儲能,PRIMARY,RELATED,1.3,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1537,廣隆,電動車／EV,SECONDARY,RELATED,0.8,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1563,巧新,其他車用電子,PRIMARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1563,巧新,航太零組件,SECONDARY,RELATED,0.7,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1568,倉佑,其他車用電子,PRIMARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1568,倉佑,半導體設備零組件,SECONDARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1568,倉佑,玻璃基板,SECONDARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1568,倉佑,航太零組件,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1590,亞德客-KY,工業自動化,PRIMARY,LEAD,1.5,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1590,亞德客-KY,機器人零組件,SECONDARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1597,直得,先進封裝設備,SECONDARY,RELATED,0.8,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1597,直得,工業自動化,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1597,直得,機器人零組件,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1605,華新,其他車用電子,SECONDARY,RELATED,0.8,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1605,華新,重電,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1605,華新,鋼鐵／不鏽鋼材料,PRIMARY,LEAD,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1605,華新,AI電力基建,SECONDARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,1609,大亞,AI電力基建,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1609,大亞,儲能,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1609,大亞,太陽能,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1609,大亞,重電,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1611,中電,其他能源,PRIMARY,RELATED,1.0,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1612,宏泰,重電,SECONDARY,RELATED,0.7,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1612,宏泰,鋼鐵／不鏽鋼材料,PRIMARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1708,東鹼,化工原料／塑化報價,PRIMARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1711,永光,化工原料／塑化報價,SECONDARY,RELATED,0.7,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1711,永光,電子化學材料,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1711,永光,利基型特用化學 (Specialty Chemical Materials),SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,1711,永光,FOPLP,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,1714,和桐,化工原料／塑化報價,PRIMARY,RELATED,1.0,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1717,長興,利基型特用化學 (Specialty Chemical Materials),PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,1723,中碳,其他原物料,PRIMARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1725,元禎,化工原料／塑化報價,PRIMARY,RELATED,1.0,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1727,中華化,化工原料／塑化報價,SECONDARY,RELATED,0.7,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1727,中華化,電子化學材料,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1773,勝一,化工原料／塑化報價,SECONDARY,RELATED,0.7,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1773,勝一,電子化學材料,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1773,勝一,利基型特用化學 (Specialty Chemical Materials),PRIMARY,LEAD,1.5,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,1795,美時,生技醫藥與CDMO (Biotech & CDMO),PRIMARY,LEAD,1.5,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,1802,台玻,玻璃基板,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1802,台玻,玻纖布,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1810,和成,其他原物料,PRIMARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,1810,和成,其他國防,SECONDARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1810,和成,雷達與感測,SECONDARY,RELATED,0.8,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,1810,和成,半導體設備零組件,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,1810,和成,無人機,SECONDARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2002,中鋼,特殊鋼／高性能合金,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2002,中鋼,鋼鐵／不鏽鋼材料,PRIMARY,LEAD,1.5,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2007,燁興,鋼鐵／不鏽鋼材料,PRIMARY,RELATED,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2009,第一銅,其他原物料,PRIMARY,LEAD,1.2,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2025,千興,鋼鐵／不鏽鋼材料,PRIMARY,RELATED,1.0,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2027,大成鋼,鋼鐵／不鏽鋼材料,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2031,新光鋼,太陽能,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2031,新光鋼,鋼鐵／不鏽鋼材料,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2031,新光鋼,離岸風電／鋼構,SECONDARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2034,允強,鋼鐵／不鏽鋼材料,PRIMARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2049,上銀,先進封裝設備,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2049,上銀,其他半導體設備,SECONDARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2049,上銀,工業自動化,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2049,上銀,機器人零組件,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2059,川湖,其他 AI伺服器供應鏈,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2059,川湖,大型電子權值,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2103,台橡,化工原料／塑化報價,PRIMARY,RELATED,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2104,國際中橡,化工原料／塑化報價,PRIMARY,RELATED,1.2,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2108,南帝,化工原料／塑化報價,PRIMARY,RELATED,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2208,台船,軍工船舶,PRIMARY,LEAD,1.5,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2241,艾姆勒,液冷散熱,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2241,艾姆勒,車用功率半導體,PRIMARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2243,宏旭-KY,其他車用電子,PRIMARY,RELATED,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2301,光寶科,AI伺服器整機／ODM,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2301,光寶科,其他 AI伺服器供應鏈,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2301,光寶科,AI電力基建,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2301,光寶科,BBU,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2301,光寶科,液冷散熱,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2301,光寶科,風冷散熱,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2302,麗正,其他車用電子,SECONDARY,RELATED,0.6,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2302,麗正,功率二極體／整流器,PRIMARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2303,聯電,大型電子權值,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2303,聯電,成熟製程,PRIMARY,LEAD,1.5,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2303,聯電,特殊製程,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2305,全友,邊緣運算與智慧影像 (Edge AI & Vision),PRIMARY,RELATED,1.0,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2308,台達電,大型電子權值,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2308,台達電,AI電力基建,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2308,台達電,BBU,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2308,台達電,其他 AI伺服器供應鏈,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2308,台達電,液冷散熱,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2308,台達電,風冷散熱,PRIMARY,LEAD,1.5,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2308,台達電,電動車／EV,PRIMARY,LEAD,1.5,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2312,金寶,低軌衛星,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2312,金寶,AI伺服器整機／ODM,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2312,金寶,其他 AI伺服器供應鏈,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2312,金寶,網通,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2313,華通,AI PCB,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2313,華通,低軌衛星,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2314,台揚,低軌衛星,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2314,台揚,網通,PRIMARY,RELATED,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2316,楠梓電,其他 AI伺服器供應鏈,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2316,楠梓電,傳統硬板與軟板,PRIMARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2316,楠梓電,AI PCB,SECONDARY,RELATED,1.1,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2317,鴻海,AI伺服器整機／ODM,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2317,鴻海,大型電子權值,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2317,鴻海,車用電子,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2317,鴻海,電動車／EV,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2317,鴻海,液冷散熱,SECONDARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2317,鴻海,風冷散熱,SECONDARY,CORE,1.2,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2317,鴻海,BBU,SECONDARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2324,仁寶,AI伺服器整機／ODM,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2324,仁寶,其他 AI伺服器供應鏈,SECONDARY,RELATED,0.8,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2327,國巨,MLCC,PRIMARY,LEAD,1.5,TRUE,APPROVED,2026-08-24,,CURRENT_TAXONOMY_RELATION_STRUCTURAL_ROLE
TPE,2327,國巨,其他被動元件,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2327,國巨,大型電子權值,PRIMARY,CORE,1.4,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2327,國巨,車用功率半導體,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2327,國巨,電感,PRIMARY,LEAD,1.5,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2329,華泰,一般封測,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2329,華泰,AI伺服器整機／ODM,SECONDARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2330,台積電,CoWoS,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2330,台積電,大型電子權值,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2330,台積電,晶圓代工,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2330,台積電,矽光子,PRIMARY,LEAD,1.6,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2330,台積電,Chiplet,PRIMARY,LEAD,1.5,TRUE,PENDING_REVIEW,2026-08-24,,2026_NEW_TOPIC_ADDITION
TPE,2332,友訊,網通,PRIMARY,RELATED,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2337,旺宏,DRAM／DDR,SECONDARY,RELATED,0.7,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2337,旺宏,NAND Flash／SSD,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2337,旺宏,NOR Flash／利基型記憶體,PRIMARY,LEAD,1.4,TRUE,PENDING_REVIEW,2026-08-24,,2026_REVISED_MARKET_UPDATE
TPE,2337,旺宏,車用電子,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2342,茂矽,IGBT／功率模組,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2342,茂矽,SiC／GaN 功率元件,SECONDARY,CORE,1.1,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
TPE,2342,茂矽,功率 MOSFET,PRIMARY,CORE,1.3,TRUE,PENDING_REVIEW,2026-08-24,,fixtures/research/topic_universe_mapping.v1.csv
